filename,iou,score,disagreement
101762.jpg,0.601214546880927,0.99998677,0.0024700802970250733
100235.jpg,0.5789593531038171,0.9999865,0.002520490099009831
102346.jpg,0.636645687391827,0.9999858,0.0026511821782111453
102193.jpg,0.6358781374798,0.99997574,0.004529414059405599
117693.jpg,0.6849482083176122,0.9998605,0.02604506435644873
105885.jpg,0.6402237850007111,0.9998348,0.03084333069306492
112778.jpg,0.192159782000849,0.99980485,0.03643508465347147
112365.jpg,0.5852987538610601,0.99977195,0.04257761237624419
119973.jpg,0.215920645631153,0.9997626,0.04432328514850425
118916.jpg,0.6332711975825961,0.99975765,0.04524746485147521
119739.jpg,0.051613988122136,0.9997444,0.04772127920792499
117003.jpg,0.34571559380040506,0.99972945,0.05051248861385775
117304.jpg,0.255143792980756,0.99965715,0.06401111336633769
114658.jpg,0.023141020392398,0.99965274,0.06483447346533915
100679.jpg,0.646848199615587,0.99964416,0.06643638495049434
120060.jpg,0.099234606180146,0.99964345,0.066568944059408
117032.jpg,0.250005083749878,0.9996382,0.06754913465348003
109588.jpg,0.005877051704650999,0.9969531,0.06823680914489479
117063.jpg,0.12319522452374902,0.9995698,0.08031961782177027
114755.jpg,0.023255770343107995,0.9995606,0.08203728514851087
119534.jpg,0.146067920436455,0.999496,0.09409829702971416
119655.jpg,0.21518136960206896,0.9994483,0.10300402871285874
120181.jpg,0.111012193218513,0.99938285,0.11522373811880353
106090.jpg,0.534125639598452,0.99935865,0.1197419499999972
119495.jpg,0.22006095068296694,0.99935484,0.12045328831683795
119519.jpg,0.066995023378393,1.99796615,0.1303645840155606
119615.jpg,0.10515600442195,0.999207,0.1480554554455527
120027.jpg,0.521381282737476,0.9991356,0.16138604752475014
119183.jpg,0.037258249587065015,0.9991238,0.1635891425742355
119986.jpg,0.109884271017471,0.9990784,0.17206545742575713
106010.jpg,0.203228112052202,0.9990556,0.1763222851485067
116617.jpg,0.012443296689353,0.9990047,0.1858254663366604
113788.jpg,0.273795303653565,0.9988088,0.2224005782178328
114069.jpg,0.455827925091729,0.9979348,0.38557897425742377
101544.jpg,0.587442534023219,0.99708176,0.5448440760395966
116563.jpg,0.5735340866659399,0.9967288,0.6107427564356284
107600.jpg,0.524717264654731,0.9964277,0.6669590207920741
104870.jpg,0.477965716622373,0.9960606,0.7354976811881258
116582.jpg,0.469769054906253,0.9958765,0.7698696980198128
117610.jpg,0.6706461803275029,1.9635613,0.8946007228990253
119110.jpg,0.510653312474336,1.9951742,0.9009911940594044
104442.jpg,0.3474007397706649,0.994493,1.0281732574257292
113898.jpg,0.017148428488941003,0.9540376,1.0293503287410917
107478.jpg,0.4338263909469529,0.9944304,1.0398608633663278
103790.jpg,1.7378045029511309,2.9510591,1.096055286579574
114338.jpg,0.5516938932425091,0.9941294,1.0960584574257537
119845.jpg,0.73086123916033,0.9927554,1.3525883386138702
102979.jpg,0.001250366037309,0.99243385,1.4126226787128806
102178.jpg,0.6173157780052,0.992229,1.4508687821781918
103776.jpg,0.06705936564612901,0.9916924,1.5510535960395777
116988.jpg,0.7108894042450858,0.9914317,1.5997270603960554
117086.jpg,0.6864092258570871,0.99062026,1.7512253186138558
120416.jpg,0.016123644402521002,0.9904761,1.778140418811866
108755.jpg,0.001528462131725,0.9904516,1.7827146415841608
119177.jpg,0.7213239571107729,0.98957515,1.9463504599009975
119721.jpg,0.701349333824732,0.98892343,2.068028519702961
119306.jpg,0.721498911779603,1.7857349999999999,2.194744794177724
110738.jpg,0.002212508027795,0.98685473,2.454260954356433
116195.jpg,0.006184704409367,0.9851704,2.7687303683168314
103605.jpg,0.139683236217185,0.9845551,2.883608705940612
108792.jpg,0.00888135895553,0.98423636,2.9431184106930632
113157.jpg,0.061927766752693,0.98408663,2.9710734464356507
100529.jpg,0.17692975805815306,1.98378826,3.0267800116831944
103630.jpg,0.982710247739501,0.983709,3.0415780891089006
108323.jpg,0.130131374033902,0.98208,3.345717227722781
116417.jpg,0.014908494708164,0.9814611,3.4612676960396294
114870.jpg,0.653632363502798,1.100872395,3.745681670101423
113144.jpg,0.11444062865808803,0.9786321,3.989450399009901
113280.jpg,0.11444062865808803,0.9786321,3.989450399009901
103221.jpg,0.015245461966397,0.050688118,4.094399824748503
109577.jpg,0.905766261887886,0.9767306999999998,4.344447426732703
104676.jpg,0.380014982950431,0.9759072,4.498197322772282
102816.jpg,0.004789832519974,0.79807514,4.52220556415677
118429.jpg,0.7983513550486271,0.7748381999999999,5.3813384823827635
109973.jpg,0.296719712164557,0.97021574,5.560809810099012
115862.jpg,0.016717055704326998,1.048517307,6.07770247066077
110305.jpg,0.582116854725348,0.32443348,6.157689605557319
112819.jpg,0.672635801976362,1.0954635959999999,6.893353680541319
119643.jpg,0.6869887610023441,1.055128453,7.206961329737005
102489.jpg,0.565732049197525,0.06523803,7.311207766665121
103865.jpg,0.39902828824835,1.054608825,7.3768296252690595
105646.jpg,1.258257412490009,1.057539222,7.377362176002091
117232.jpg,0.377528451831223,1.07607582,7.4002361977684705
103378.jpg,0.605662069326563,1.09606026,7.448386678537406
104141.jpg,0.177798926591495,0.07584685,7.489011329736763
114805.jpg,0.6887665698811891,1.05953964,7.504626459250242
109570.jpg,0.132756088706217,0.07568097,7.515113387641255
109422.jpg,0.13263496142911402,0.07449135,7.516380786292982
111907.jpg,0.133011163018672,0.07226372,7.518417371844702
103324.jpg,1.5440110401886191,1.17040463,7.5608297459492855
117739.jpg,0.064790591083333,0.06010163,7.56182385763137
103290.jpg,1.5436071059076208,1.16944648,7.56668305523699
113337.jpg,0.017367853012674,0.073523045,7.581691139581418
118221.jpg,1.5489069976074918,1.16737438,7.583717472919322
118150.jpg,1.549552724977749,1.16669971,7.584243250733595
100306.jpg,0.007044773672074001,0.062246203,7.588055961819401
119147.jpg,0.328950043832738,1.050645905,7.635565854613889
105176.jpg,0.020165065909763,1.07234139,7.635582211888659
101559.jpg,1.048212719552049,1.082446386,7.662326685985442
119793.jpg,0.691287472265051,1.15184763,7.707842922088816
120011.jpg,0.6279019503099399,1.049533106,7.755453072902129
104705.jpg,1.40530792563751,2.16629449,7.811703966133328
104556.jpg,1.40530792563751,2.16629449,7.811703966133328
104690.jpg,1.4056719893084668,2.1710015,7.843631821925197
107359.jpg,0.5687712072240899,1.68593705,7.963541402491576
100626.jpg,1.491591150820529,1.15374767,7.9938291683182845
104731.jpg,2.150945580789932,2.2032491499999995,8.087879844321009
116809.jpg,1.500598264142406,1.13213346,8.190144410701286
101529.jpg,1.5200735744099299,1.13160843,8.199087495621404
106452.jpg,1.4956771903562691,1.17031866,8.225709349200441
119642.jpg,0.721081684487768,1.15905608,8.244396805243207
116817.jpg,1.5199885554856718,1.12775394,8.261040053544933
105344.jpg,1.50724036833255,1.12101847,8.285377294534657
116319.jpg,1.4983602774347868,1.1674136999999998,8.29459334130888
108351.jpg,0.9494681826172592,0.9555584,8.29737872475247
110043.jpg,1.525685277442069,1.12480044,8.299079533791643
107716.jpg,1.5209579054788918,1.11031732,8.308881408729434
104665.jpg,2.1038493448088103,2.17501312,8.406472316448848
108457.jpg,1.38643990857268,1.1211004999999998,8.543379671336949
101567.jpg,1.5209194652099218,1.0937865999999998,8.579384562722128
105243.jpg,1.5104096637523317,1.09612418,8.593362678494211
109552.jpg,0.934419667183124,0.95359623,8.663721691980191
112691.jpg,1.415832546990882,1.1156742,8.84059213482979
112610.jpg,1.415809984330894,1.11533604,8.848198886569351
105304.jpg,1.5535003079431833,1.07839951,8.862901596297613
116023.jpg,1.3898401478561406,1.11995196,8.891948809720937
100556.jpg,1.531708758507092,1.0770740100000002,8.939201182738447
115928.jpg,1.4543435111392433,1.12605631,9.022313631766991
119554.jpg,0.44586191555720894,1.2154032,9.076155970781258
105480.jpg,1.5136408340294203,1.06840733,9.106504728025495
105448.jpg,1.5136408340294203,1.06840733,9.106504728025495
119563.jpg,0.722375089752066,1.04270986,9.184844725715626
110016.jpg,0.202733749613474,1.19076053,9.265249697964896
116457.jpg,0.600442061426419,1.19964765,9.67874437414479
103699.jpg,0.927394114376702,1.06529194,9.937226454081648
109678.jpg,0.652798252316405,1.12633374,9.975910812588287
119646.jpg,1.652282808826009,2.02161157,10.050566699898026
116200.jpg,0.045993582308263,0.0549528,10.080031823482877
113142.jpg,0.018171575183204,0.05714768,10.095079151313696
116062.jpg,0.013572950032755,0.058906585,10.09749364796676
105044.jpg,0.001438865368197,0.08478144,10.10434064949538
109437.jpg,0.056469208578218986,1.0510144270000001,10.184288926424935
116272.jpg,1.287697211806893,0.9975819099999998,10.184698607296923
117160.jpg,0.549464431946672,1.08965223,10.383542861135712
100699.jpg,2.3897613783841107,1.97018008,10.545152076739656
110088.jpg,0.675774976499829,1.0700716149999998,10.6148248348623
105824.jpg,2.45551231569584,1.915469167,10.67068885849208
106038.jpg,2.227618790522424,1.95339613,10.679874311698914
115581.jpg,1.456105031359998,1.05829003,10.69014396379426
102325.jpg,0.172492486960079,1.06034308,10.745734741901668
105722.jpg,2.227244552435944,1.949379135,10.75208197261188
102669.jpg,2.709981152732978,1.99619737,10.895870033792688
105327.jpg,0.622105110164771,1.05395278,10.912178204443553
103465.jpg,0.4986887263299341,1.04323742,11.054935600712128
110027.jpg,0.5995501901309489,1.07906526,11.068138021402268
105599.jpg,2.274945424416396,1.9266037459999998,11.160845922106283
118971.jpg,0.358883180634481,0.052170932,11.167130535526951
115088.jpg,0.006986800741284999,1.042031005,11.186304258310773
119678.jpg,0.38358430199632704,1.06879792,11.346057352182285
112113.jpg,0.007344996486953,0.09519139,11.37224837339962
101969.jpg,0.010302876056183,0.05168003,11.374145766349557
101831.jpg,0.000338888872412,0.06589663,11.3799510515182
100879.jpg,1.989380689853688,2.07002798,11.45785946132101
100550.jpg,2.325753106103834,1.9086125459999999,11.496845524410864
102827.jpg,0.675127477970044,1.5855652,11.661812534804072
100704.jpg,2.3694651671107327,1.95219221,11.715089225399828
112587.jpg,2.3701072604870617,1.91726926,11.79005778104592
112240.jpg,2.371166958128919,1.91718375,11.801555491206708
108800.jpg,0.010291462474970998,1.06314139,12.44272165488634
119251.jpg,0.6088288743978679,1.48285842,12.461246423369609
104452.jpg,2.39703444546822,2.04134702,12.572076094788544
104651.jpg,2.3868284753714777,2.03383947,12.641134622333011
119683.jpg,0.701349333824732,1.05583155,12.68680557532155
118649.jpg,0.059852605199695,1.047612376,12.701907316508805
107088.jpg,2.338139734898117,1.86645774,12.851647520959608
106874.jpg,2.350309687502236,1.85267677,13.06540054892405
110826.jpg,0.08165842569699899,1.03145605,13.234239056504194
