filename,iou,score,disagreement
101762.jpg,0.601214546880927,0.99998677,0.0024700802970250733
100235.jpg,0.5789593531038171,0.9999865,0.002520490099009831
102346.jpg,0.636645687391827,0.9999858,0.0026511821782111453
102193.jpg,0.6358781374798,0.99997574,0.004529414059405599
104815.jpg,0.7046895843057841,0.999962,0.0070947128712631315
117160.jpg,0.549464431946672,0.9998654,0.025130219801977348
117693.jpg,0.6849482083176122,0.9998605,0.02604506435644873
117610.jpg,0.6706461803275029,0.9998543,0.02720262277228215
112819.jpg,0.672635801976362,0.9998511,0.027800072277229096
105885.jpg,0.6402237850007111,0.9998348,0.03084333069306492
119306.jpg,0.721498911779603,0.9998331,0.031160725742568632
102507.jpg,0.691820236107118,0.9998325,0.03127274752472934
119230.jpg,0.736193965501284,0.99982685,0.032327619306922344
110088.jpg,0.675774976499829,0.9998172,0.034129302970324946
109710.jpg,0.6757109843557351,0.9998165,0.0342599950494848
119643.jpg,0.6869887610023441,0.99980974,0.03552210712871244
109678.jpg,0.652798252316405,0.99980944,0.035578118019792784
112778.jpg,0.192159782000849,0.99980485,0.03643508465347147
103278.jpg,0.7187228581537379,0.9998015,0.03706053960397932
119400.jpg,0.064608755484981,0.9997833,0.040458533663358616
100529.jpg,0.17692975805815306,0.99978256,0.0405966938613886
112365.jpg,0.5852987538610601,0.99977195,0.04257761237624419
119973.jpg,0.215920645631153,0.9997626,0.04432328514850425
118916.jpg,0.6332711975825961,0.99975765,0.04524746485147521
119739.jpg,0.051613988122136,0.9997444,0.04772127920792499
116845.jpg,0.6973716831255781,0.9997444,0.04772127920792499
117003.jpg,0.34571559380040506,0.99972945,0.05051248861385775
102325.jpg,0.172492486960079,0.999702,0.05563748514849794
109495.jpg,0.005878401945100001,0.997418,0.05782514726840795
117119.jpg,0.10300688428634,0.99968314,0.05915870316831205
110016.jpg,0.202733749613474,0.99968094,0.059569449702977326
114870.jpg,0.653632363502798,0.9996635,0.06282554950494337
117304.jpg,0.255143792980756,0.99965715,0.06401111336633769
114658.jpg,0.023141020392398,0.99965274,0.06483447346533915
100679.jpg,0.646848199615587,0.99964416,0.06643638495049434
120060.jpg,0.099234606180146,0.99964345,0.066568944059408
106966.jpg,0.184844739152499,1.99699176,0.06737099961995488
117032.jpg,0.250005083749878,0.9996382,0.06754913465348003
109588.jpg,0.005877051704650999,0.9969531,0.06823680914489479
117314.jpg,0.047878514152124005,0.99961793,0.0713336038613884
117063.jpg,0.12319522452374902,0.9995698,0.08031961782177027
114755.jpg,0.023255770343107995,0.9995606,0.08203728514851087
119534.jpg,0.146067920436455,0.999496,0.09409829702971416
119519.jpg,0.066995023378393,0.9994838,0.09637607326734124
119655.jpg,0.21518136960206896,0.9994483,0.10300402871285874
120181.jpg,0.111012193218513,0.99938285,0.11522373811880353
119251.jpg,0.6088288743978679,0.99937576,0.11654746217822785
106090.jpg,0.534125639598452,0.99935865,0.1197419499999972
119495.jpg,0.22006095068296694,0.99935484,0.12045328831683795
119470.jpg,0.214099723723985,0.99928665,0.13318456386137606
119615.jpg,0.10515600442195,0.999207,0.1480554554455527
119641.jpg,0.6768568711452371,0.9991995,0.14945572772274815
105327.jpg,0.622105110164771,0.99916744,0.15544142495049176
119554.jpg,0.44586191555720894,0.99915993,0.15684356425742024
120027.jpg,0.521381282737476,0.9991356,0.16138604752475014
119183.jpg,0.037258249587065015,0.9991238,0.1635891425742355
119986.jpg,0.109884271017471,0.9990784,0.17206545742575713
106010.jpg,0.203228112052202,0.9990556,0.1763222851485067
116617.jpg,0.012443296689353,0.9990047,0.1858254663366604
103865.jpg,0.39902828824835,0.99888337,0.2084781377227633
113788.jpg,0.273795303653565,0.9988088,0.2224005782178328
106950.jpg,0.21681985781530203,2.9833858600000003,0.3720817553206613
114069.jpg,0.455827925091729,0.9979348,0.38557897425742377
107204.jpg,2.574171545130111,2.97753585,0.5030955778503567
107359.jpg,0.5687712072240899,0.99719,0.5246353465346704
104788.jpg,0.214755966511199,0.9971637,0.5295456346534887
101544.jpg,0.587442534023219,0.99708176,0.5448440760395966
107606.jpg,0.265827499529653,0.9968393,0.5901120782178249
116457.jpg,0.600442061426419,0.9967456,0.6076061465346517
116563.jpg,0.5735340866659399,0.9967288,0.6107427564356284
103378.jpg,0.605662069326563,0.996727,0.6110788217821727
107356.jpg,0.220969675485567,0.9967048,0.6152236277227616
110027.jpg,0.5995501901309489,0.99664783,0.6258600959405918
107600.jpg,0.524717264654731,0.9964277,0.6669590207920741
119110.jpg,0.510653312474336,0.9960928,0.7294858455445544
104870.jpg,0.477965716622373,0.9960606,0.7354976811881258
116582.jpg,0.469769054906253,0.9958765,0.7698696980198128
101875.jpg,0.015563872496613998,0.9950159,0.9305462742574344
104442.jpg,0.3474007397706649,0.994493,1.0281732574257292
113898.jpg,0.017148428488941003,0.9540376,1.0293503287410917
107478.jpg,0.4338263909469529,0.9944304,1.0398608633663278
103790.jpg,1.7378045029511309,2.9510591,1.096055286579574
114338.jpg,0.5516938932425091,0.9941294,1.0960584574257537
105334.jpg,0.578082383232568,0.9930529,1.297044204950492
119793.jpg,0.691287472265051,0.99291396,1.3229847156435672
120545.jpg,0.538207789100871,0.9928788,1.3295491920791964
120441.jpg,0.538207789100871,0.9928788,1.3295491920791964
119845.jpg,0.73086123916033,0.9927554,1.3525883386138702
110590.jpg,0.001783690533773,0.99248755,1.4025967292079216
102979.jpg,0.001250366037309,0.99243385,1.4126226787128806
102178.jpg,0.6173157780052,0.992229,1.4508687821781918
103776.jpg,0.06705936564612901,0.9916924,1.5510535960395777
116988.jpg,0.7108894042450858,0.9914317,1.5997270603960554
117086.jpg,0.6864092258570871,0.99062026,1.7512253186138558
120416.jpg,0.016123644402521002,0.9904761,1.778140418811866
108755.jpg,0.001528462131725,0.9904516,1.7827146415841608
119265.jpg,0.721081684487768,0.9896128,1.939321093069294
119642.jpg,0.721081684487768,0.9896128,1.939321093069294
119177.jpg,0.7213239571107729,0.98957515,1.9463504599009975
118649.jpg,0.059852605199695,0.9893708,1.9845032118811683
119563.jpg,0.722375089752066,0.98929334,1.998965223960392
102827.jpg,0.675127477970044,0.9892086,2.0147864336633883
119721.jpg,0.701349333824732,0.98892343,2.068028519702961
119683.jpg,0.701349333824732,0.98892343,2.068028519702961
116174.jpg,0.15337055592448198,0.98878723,2.093457464257422
109526.jpg,0.001778204215832,0.98868215,2.113076212376231
119666.jpg,0.700810188079294,0.98806715,2.22789853910891
103979.jpg,0.002916328376795,0.89926296,2.2560550632779113
110738.jpg,0.002212508027795,0.98685473,2.454260954356433
115221.jpg,0.10674094181328,0.9861449,2.586788323762357
119692.jpg,0.698103599520958,0.98551476,2.7044373334653375
116195.jpg,0.006184704409367,0.9851704,2.7687303683168314
103605.jpg,0.139683236217185,0.9845551,2.883608705940612
108792.jpg,0.00888135895553,0.98423636,2.9431184106930632
103699.jpg,0.927394114376702,0.9841356,2.9619306019801983
113157.jpg,0.061927766752693,0.98408663,2.9710734464356507
103630.jpg,0.982710247739501,0.983709,3.0415780891089006
108323.jpg,0.130131374033902,0.98208,3.345717227722781
101234.jpg,0.198630154016543,0.9819436,3.371183512871303
104499.jpg,1.007072272616887,1.85870719,3.4209738419682765
116417.jpg,0.014908494708164,0.9814611,3.4612676960396294
117653.jpg,0.9938254035165428,1.8524201,3.600011571558201
105176.jpg,0.020165065909763,0.9790015,3.920482321782184
113144.jpg,0.11444062865808803,0.9786321,3.989450399009901
113280.jpg,0.11444062865808803,0.9786321,3.989450399009901
121201.jpg,0.395727197368888,0.060220093,3.999918285584167
119399.jpg,0.07025686675875999,0.053423703,4.0821865440978815
103221.jpg,0.015245461966397,0.050688118,4.094399824748503
100354.jpg,0.005843512118890001,0.07627016,4.095740049230831
115651.jpg,0.8907757807370311,1.0728680659999998,4.121473648811188
114323.jpg,1.005972359579433,1.82540106,4.2348228349707115
109577.jpg,0.905766261887886,0.9767306999999998,4.344447426732703
104676.jpg,0.380014982950431,0.9759072,4.498197322772282
102816.jpg,0.004789832519974,0.79807514,4.52220556415677
118535.jpg,0.7982528973599741,0.77535796,5.368916284258555
118429.jpg,0.7983513550486271,0.7748381999999999,5.3813384823827635
109973.jpg,0.296719712164557,0.97021574,5.560809810099012
118528.jpg,0.799072189113834,0.76690805,5.5708680622940445
101029.jpg,0.00709756718147,1.969589,5.6778240297029425
115862.jpg,0.016717055704326998,1.048517307,6.07770247066077
110305.jpg,0.582116854725348,0.32443348,6.157689605557319
102489.jpg,0.565732049197525,0.06523803,7.311207766665121
113305.jpg,0.001208212884823,0.96081054,7.316788586336637
116832.jpg,1.367343223183553,1.049980827,7.368554156540383
105646.jpg,1.258257412490009,1.057539222,7.377362176002091
117232.jpg,0.377528451831223,1.07607582,7.4002361977684705
106495.jpg,0.9239351583290568,1.0655529,7.405863015285568
113138.jpg,0.305938214067712,0.06846407,7.4323774215377965
104141.jpg,0.177798926591495,0.07584685,7.489011329736763
114805.jpg,0.6887665698811891,1.05953964,7.504626459250242
109570.jpg,0.132756088706217,0.07568097,7.515113387641255
109422.jpg,0.13263496142911402,0.07449135,7.516380786292982
111907.jpg,0.133011163018672,0.07226372,7.518417371844702
114570.jpg,0.5195376604978371,1.069082376,7.5233790846241835
114541.jpg,0.5250214963344849,1.05693996,7.542400099766012
100389.jpg,0.046159932253368,0.11160377,7.552276914342245
103271.jpg,1.5440110401886191,1.17040463,7.5608297459492855
103324.jpg,1.5440110401886191,1.17040463,7.5608297459492855
117739.jpg,0.064790591083333,0.06010163,7.56182385763137
101077.jpg,0.052249477934705,0.06438801,7.565845623212348
103290.jpg,1.5436071059076208,1.16944648,7.56668305523699
113337.jpg,0.017367853012674,0.073523045,7.581691139581418
113336.jpg,0.017367853012674,0.073523045,7.581691139581418
115875.jpg,0.023728641502569,0.05076903,7.582239672754548
118325.jpg,1.5489069976074918,1.16737438,7.583717472919322
118221.jpg,1.5489069976074918,1.16737438,7.583717472919322
118150.jpg,1.549552724977749,1.16669971,7.584243250733595
100306.jpg,0.007044773672074001,0.062246203,7.588055961819401
119649.jpg,0.2704729831113269,1.058207528,7.5887430022295455
119147.jpg,0.328950043832738,1.050645905,7.635565854613889
119141.jpg,0.38267751292178004,1.05320305,7.6426346949068895
120165.jpg,0.116568860182192,1.049838635,7.6457381883743025
101559.jpg,1.048212719552049,1.082446386,7.662326685985442
104813.jpg,1.5315464211213639,1.16444358,7.699352364148456
120011.jpg,0.6279019503099399,1.049533106,7.755453072902129
104740.jpg,1.405294354782213,2.16663051,7.811462551134943
